datetime,energy
2023-01-01 00:00:00,209.93428306022466
2023-01-01 01:00:00,197.73470564328463
2023-01-01 02:00:00,213.9537040966805
2023-01-01 03:00:00,231.9603721382853
2023-01-01 04:00:00,197.316399214865
2023-01-01 05:00:00,197.8162193245503
2023-01-01 06:00:00,234.58245663412006
2023-01-01 07:00:00,218.8458369499348
2023-01-01 08:00:00,194.60624697975962
2023-01-01 09:00:00,215.34512833161986
2023-01-01 10:00:00,195.72331697609218
2023-01-01 11:00:00,196.1743199704536
2023-01-01 12:00:00,210.82485579576664
2023-01-01 13:00:00,168.21610223782878
2023-01-01 14:00:00,172.47879908195117
2023-01-01 15:00:00,196.2261560388605
2023-01-01 16:00:00,187.7092879240238
2023-01-01 17:00:00,214.74406410525526
2023-01-01 18:00:00,190.790997160867
2023-01-01 19:00:00,181.1968707221192
2023-01-01 20:00:00,239.24644191818413
2023-01-01 21:00:00,205.90746898257427
2023-01-01 22:00:00,212.26204524780192
2023-01-01 23:00:00,182.9039124524903
2023-01-02 00:00:00,200.9974768308531
2023-01-02 01:00:00,214.58864975692347
2023-01-02 02:00:00,189.8341560461617
2023-01-02 03:00:00,220.85053220135498
2023-01-02 04:00:00,201.80500862982962
2023-01-02 05:00:00,208.46373625937625
2023-01-02 06:00:00,202.74187808847904
2023-01-02 07:00:00,252.29849551235094
2023-01-02 08:00:00,215.45838353604722
2023-01-02 09:00:00,195.0479328406254
2023-01-02 10:00:00,233.1252528491045
2023-01-02 11:00:00,192.72801737335215
2023-01-02 12:00:00,221.7909835638496
2023-01-02 13:00:00,178.88736912065258
2023-01-02 14:00:00,191.98230249268053
2023-01-02 15:00:00,222.94664547354054
2023-01-02 16:00:00,234.24024871534075
2023-01-02 17:00:00,223.35783202302053
2023-01-02 18:00:00,218.07505700521372
2023-01-02 19:00:00,214.82146620967475
2023-01-02 20:00:00,191.72653344595145
2023-01-02 21:00:00,207.35139253766735
2023-01-02 22:00:00,212.98462992908026
2023-01-02 23:00:00,243.78675879333173
2023-01-03 00:00:00,229.96132456844336
2023-01-03 01:00:00,188.27049130130322
2023-01-03 02:00:00,230.45295631810603
2023-01-03 03:00:00,216.70721673581903
2023-01-03 04:00:00,211.30556688606765
2023-01-03 05:00:00,237.5101928370597
2023-01-03 06:00:00,246.32679003257468
2023-01-03 07:00:00,244.7599638288569
2023-01-03 08:00:00,209.7749594315914
2023-01-03 09:00:00,220.79735491967418
2023-01-03 10:00:00,234.02646546766493
2023-01-03 11:00:00,247.32895368808636
2023-01-03 12:00:00,218.64863891284597
2023-01-03 13:00:00,224.93019347174774
2023-01-03 14:00:00,206.9250585467447
2023-01-03 15:00:00,205.53310541550007
2023-01-03 16:00:00,246.11028851600358
2023-01-03 17:00:00,257.3841208582184
2023-01-03 18:00:00,229.215640167065
2023-01-03 19:00:00,251.11995730966845
2023-01-03 20:00:00,238.67237170187613
2023-01-03 21:00:00,218.9244640189959
2023-01-03 22:00:00,239.43879647205284
2023-01-03 23:00:00,263.3524198803962
2023-01-04 00:00:00,232.2527128163746
2023-01-04 01:00:00,264.636354866465
2023-01-04 02:00:00,181.31949349961235
2023-01-04 03:00:00,250.51998808867117
2023-01-04 04:00:00,236.18701362029097
2023-01-04 05:00:00,228.8266149220505
2023-01-04 06:00:00,236.99918649073058
2023-01-04 07:00:00,195.76628532886255
2023-01-04 08:00:00,231.4743667882259
2023-01-04 09:00:00,243.35661014874205
2023-01-04 10:00:00,266.1151723811751
2023-01-04 11:00:00,226.53116419002518
2023-01-04 12:00:00,221.0622839406792
2023-01-04 13:00:00,227.5288793853239
2023-01-04 14:00:00,256.20017049880533
2023-01-04 15:00:00,244.79146904446893
2023-01-04 16:00:00,227.9417398696077
2023-01-04 17:00:00,249.1189360386083
2023-01-04 18:00:00,241.10789646833499
2023-01-04 19:00:00,258.8480867951553
2023-01-04 20:00:00,225.73901912427127
2023-01-04 21:00:00,233.52775411223348
2023-01-04 22:00:00,232.53574195761257
2023-01-04 23:00:00,211.40047627682634
2023-01-05 00:00:00,246.88198395634143
2023-01-05 01:00:00,246.4653911105203
2023-01-05 02:00:00,241.62713765744775
2023-01-05 03:00:00,237.10955626252309
2023-01-05 04:00:00,213.76613439938652
2023-01-05 05:00:00,233.92868577559358
2023-01-05 06:00:00,235.75111076693275
2023-01-05 07:00:00,226.81940407499778
2023-01-05 08:00:00,239.89449712884672
2023-01-05 09:00:00,251.45217841599163
2023-01-05 10:00:00,281.3414921414599
2023-01-05 11:00:00,247.35158147037086
2023-01-05 12:00:00,249.24889815870267
2023-01-05 13:00:00,242.84242740715104
2023-01-05 14:00:00,206.18494369709094
2023-01-05 15:00:00,244.25465677501805
2023-01-05 16:00:00,246.20962630764578
2023-01-05 17:00:00,294.485451718647
2023-01-05 18:00:00,241.58445551017172
2023-01-05 19:00:00,251.6691438596983
2023-01-05 20:00:00,245.14592004448346
2023-01-05 21:00:00,222.66396913441616
2023-01-05 22:00:00,269.0867569107014
2023-01-05 23:00:00,261.4571090161938
2023-01-06 00:00:00,262.42259323922224
2023-01-06 01:00:00,228.59305098177452
2023-01-06 02:00:00,275.0108540346754
2023-01-06 03:00:00,219.08741884073925
2023-01-06 04:00:00,259.02634184848233
2023-01-06 05:00:00,291.2583434839789
2023-01-06 06:00:00,227.79379057691202
2023-01-06 07:00:00,236.42908818717916
2023-01-06 08:00:00,249.89382031621406
2023-01-06 09:00:00,237.97224012797963
2023-01-06 10:00:00,217.164640649537
2023-01-06 11:00:00,249.68050707675727
2023-01-06 12:00:00,227.18968073139118
2023-01-06 13:00:00,258.0292675087559
2023-01-06 14:00:00,230.2857424000899
2023-01-06 15:00:00,279.78485599168374
2023-01-06 16:00:00,233.22816427504108
2023-01-06 17:00:00,242.5541727458172
2023-01-06 18:00:00,265.36302086601137
2023-01-06 19:00:00,224.56775441188472
2023-01-06 20:00:00,253.8216851915056
2023-01-06 21:00:00,275.49786013634105
2023-01-06 22:00:00,217.28292345136143
2023-01-06 23:00:00,253.19790518750497
2023-01-07 00:00:00,254.77057329455278
2023-01-07 01:00:00,265.2721069874256
2023-01-07 02:00:00,224.9544039530206
2023-01-07 03:00:00,223.3370852271935
2023-01-07 04:00:00,260.23287353921995
2023-01-07 05:00:00,255.77658106682088
2023-01-07 06:00:00,254.88460633712026
2023-01-07 07:00:00,256.83658781481694
2023-01-07 08:00:00,236.33501276720932
2023-01-07 09:00:00,254.60347120679387
2023-01-07 10:00:00,255.8377409962476
2023-01-07 11:00:00,235.70215984894048
2023-01-07 12:00:00,287.3125762343934
2023-01-07 13:00:00,259.47664256482744
2023-01-07 14:00:00,226.17181238088403
2023-01-07 15:00:00,263.12185292939114
2023-01-07 16:00:00,230.48504674752883
2023-01-07 17:00:00,265.70327379591856
2023-01-07 18:00:00,273.1113987536743
2023-01-07 19:00:00,233.49875235184743
2023-01-07 20:00:00,269.1478416508451
2023-01-07 21:00:00,258.0988699614259
2023-01-07 22:00:00,266.24240269571663
2023-01-07 23:00:00,287.69002714358794
2023-01-08 00:00:00,244.79439778984639
2023-01-08 01:00:00,234.57045926755612
2023-01-08 02:00:00,231.79295193011296
2023-01-08 03:00:00,233.20013450849913
2023-01-08 04:00:00,247.90245411195298
2023-01-08 05:00:00,256.1907314813687
2023-01-08 06:00:00,254.81977492837805
2023-01-08 07:00:00,265.7429623244173
2023-01-08 08:00:00,249.36775369443907
2023-01-08 09:00:00,278.0819051825486
2023-01-08 10:00:00,243.61669367564312
2023-01-08 11:00:00,303.2069294309186
2023-01-08 12:00:00,261.2057284992099
2023-01-08 13:00:00,231.43319666279012
2023-01-08 14:00:00,227.03760648280058
2023-01-08 15:00:00,257.97916789652857
2023-01-08 16:00:00,243.7298941011054
2023-01-08 17:00:00,262.34377003060683
2023-01-08 18:00:00,257.3883166454166
2023-01-08 19:00:00,246.32199758950975
2023-01-08 20:00:00,230.69293535221166
2023-01-08 21:00:00,217.17733624951424
2023-01-08 22:00:00,238.3847053430303
2023-01-08 23:00:00,264.27897245097
2023-01-09 00:00:00,251.26414856687035
2023-01-09 01:00:00,221.89407704157554
2023-01-09 02:00:00,250.09436921813366
2023-01-09 03:00:00,254.1543333447702
2023-01-09 04:00:00,228.58342731538576
2023-01-09 05:00:00,249.1430424284803
2023-01-09 06:00:00,247.03607213301046
2023-01-09 07:00:00,222.8112621104488
2023-01-09 08:00:00,252.62061854824975
2023-01-09 09:00:00,256.47021869362476
2023-01-09 10:00:00,266.7006844396369
2023-01-09 11:00:00,265.89632809827606
2023-01-09 12:00:00,217.04304518852717
2023-01-09 13:00:00,225.61161763336634
2023-01-09 14:00:00,254.4360728849719
2023-01-09 15:00:00,254.1739221681981
2023-01-09 16:00:00,253.95760270149677
2023-01-09 17:00:00,320.4653589853751
2023-01-09 18:00:00,254.57827854630702
2023-01-09 19:00:00,265.61720428535244
2023-01-09 20:00:00,261.72705934750786
2023-01-09 21:00:00,255.41171703279443
2023-01-09 22:00:00,235.81113668902537
2023-01-09 23:00:00,257.02432394979024
2023-01-10 00:00:00,226.1126687481827
